sender_a,sender_b,n_a,n_b,p50_a_ms,p50_b_ms,hl_shift_a_minus_b_ms,p50_diff_a_minus_b_ms,p50_diff_ci_lo,p50_diff_ci_hi,p90_diff_a_minus_b_ms,p90_diff_ci_lo,p90_diff_ci_hi,mw_u,mw_p,mw_p_fdr,significant_fdr
bloxroute-fra,syncro-fra,212,272,113.66261549999999,40.4776115,49.508396000000005,73.18500399999999,48.9664818625,121.448598275,36.858681599999954,2.547370972499965,96.57950529499995,38581.0,1.7067003106236437e-10,2.9867255435913765e-10,True
bloxroute-fra,triton-fra,212,3329,113.66261549999999,80.249031,8.024083499999996,33.413584499999985,9.045703075000006,81.65204297499997,5.437206500000002,-8.055274322500006,28.27131616750004,374141.0,0.14062778573385762,0.16406575002283388,False
bloxroute-quic-fra,helius-dual,159,1845,165.528125,29.571341,72.787882,135.956784,69.286945225,145.243753,43.307642799999996,35.76154575000003,59.856482549999946,228885.0,7.754404224838645e-32,3.068046888957899e-31,True
bloxroute-quic-fra,helius-fra,159,294,165.528125,165.8274395,-0.3916955000000115,-0.29931450000000837,-66.660983,10.061441000000002,-6.015406399999932,-28.61225159999998,14.747029657500065,23283.0,0.946343069297893,0.946343069297893,False
bloxroute-quic-fra,nextblock-quic-fra,159,898,165.528125,30.8829895,69.566644,134.64513549999998,68.166537975,144.2010355,52.17103290000003,45.14212960250001,67.94106202249995,111962.0,2.807902622412698e-30,1.0220765545582221e-29,True
bloxroute-quic-fra,nozomi-fra,159,1067,165.528125,73.383111,22.338724999999982,92.14501399999999,25.062140600000014,103.44521499999999,-12.194343599999968,-21.891092539999995,10.245003600000047,99788.0,0.00032802627085846796,0.00043897633306059684,True
bloxroute-quic-fra,syncro-fra,159,272,165.528125,40.4776115,67.11665400000001,125.0505135,59.1650652375,135.9296904875,36.46012609999997,5.933828155000119,95.64533800000007,31404.0,4.592859456055591e-15,9.951195488120446e-15,True
bloxroute-quic-fra,triton-fra,159,3329,165.528125,80.249031,24.737506000000003,85.27909399999999,19.023871,96.290655225,5.038651000000016,-1.8220303099999766,20.42931396999995,310504.0,0.00021922035160912954,0.0003022583635822847,True
helius-dual,helius-fra,1845,294,29.571341,165.8274395,-105.85046700000001,-136.2560985,-140.2932567125,-132.03564992499997,-49.32304919999993,-72.26847449999991,-35.85379868999995,119612.0,1.3158578916192246e-53,6.302266744071022e-53,True
helius-dual,nextblock-quic-fra,1845,898,29.571341,30.8829895,-0.06365949999999998,-1.3116485000000004,-3.5922947499999993,0.8896992124999977,8.863390100000032,1.5683896249999898,15.187811904999982,826876.0,0.9374076091396487,0.946343069297893,False
